+--------+-----------+----------+------------------+--------------+-------------------------------+----------------+-------------------------------+--------------+
|   Best |     Epoch |   Trades |    Win Draw Loss |   Avg profit |                        Profit |   Avg duration |                  Max Drawdown |    Objective |
|        | 1298/2000 |      235 |    142    0   93 |        1.12% |      5261.618 USDT  (131.54%) |        4:28:00 |      1480.772 USDT   (73.96%) | -5,261.61777 |
|        | 1299/2000 |      356 |    194    0  162 |        0.66% |      4725.067 USDT  (118.13%) |        3:39:00 |       954.449 USDT   (47.67%) | -4,725.06655 |
|        | 1300/2000 |      254 |    157    0   97 |        0.65% |      3295.287 USDT   (82.38%) |        3:46:00 |      1163.778 USDT   (58.13%) | -3,295.28651 |
|        | 1301/2000 |      214 |    134    0   80 |        1.12% |      4793.638 USDT  (119.84%) |        3:41:00 |       766.440 USDT   (38.28%) | -4,793.63758 |
|        | 1302/2000 |      190 |    118    0   72 |        1.17% |      4467.038 USDT  (111.68%) |        3:48:00 |      1228.007 USDT   (61.34%) | -4,467.03783 |
|        | 1303/2000 |      180 |    114    0   66 |        1.29% |      4645.376 USDT  (116.13%) |        4:52:00 |      1210.932 USDT   (60.49%) | -4,645.37606 |
|        | 1304/2000 |      248 |    144    0  104 |        0.71% |      3512.495 USDT   (87.81%) |        3:27:00 |       726.939 USDT   (36.31%) | -3,512.49504 |
|        | 1305/2000 |      287 |    163    0  124 |        0.96% |      5492.663 USDT  (137.32%) |        4:10:00 |       831.989 USDT   (41.56%) | -5,492.66309 |
|        | 1306/2000 |      281 |    166    0  115 |        0.99% |      5545.522 USDT  (138.64%) |        3:44:00 |       937.009 USDT   (46.80%) | -5,545.52184 |
|        | 1307/2000 |      186 |    123    0   63 |        1.71% |      6383.095 USDT  (159.58%) |        4:36:00 |       838.660 USDT   (41.89%) | -6,383.09539 |
|        | 1308/2000 |      174 |    112    0   62 |        1.67% |      5804.590 USDT  (145.11%) |        4:52:00 |       824.218 USDT   (41.17%) | -5,804.59024 |
|        | 1309/2000 |      243 |    144    0   99 |        0.97% |      4706.314 USDT  (117.66%) |        4:26:00 |      1037.322 USDT   (51.81%) | -4,706.31367 |
|        | 1310/2000 |      166 |    101    0   65 |        1.41% |      4692.618 USDT  (117.32%) |        4:49:00 |      1340.599 USDT   (66.96%) | -4,692.61766 |
|        | 1311/2000 |      223 |    140    0   83 |        1.54% |      6863.853 USDT  (171.60%) |        4:36:00 |       782.928 USDT   (39.11%) | -6,863.85282 |
|        | 1312/2000 |      163 |    105    0   58 |        1.82% |      5927.924 USDT  (148.20%) |        5:01:00 |       849.854 USDT   (42.45%) | -5,927.92414 |
|        | 1313/2000 |      219 |    135    0   84 |        1.35% |      5929.749 USDT  (148.24%) |        4:09:00 |       937.009 USDT   (46.80%) | -5,929.74905 |
|        | 1314/2000 |      251 |    153    0   98 |        1.26% |      6328.159 USDT  (158.20%) |        4:06:00 |      1015.123 USDT   (50.71%) | -6,328.15949 |
|        | 1315/2000 |      183 |    114    0   69 |        1.59% |      5813.494 USDT  (145.34%) |        4:50:00 |       824.218 USDT   (41.17%) | -5,813.49440 |
|        | 1316/2000 |      202 |    121    0   81 |        1.30% |      5253.321 USDT  (131.33%) |        4:57:00 |       741.457 USDT   (37.04%) | -5,253.32104 |
|        | 1317/2000 |      214 |    131    0   83 |        1.50% |      6421.684 USDT  (160.54%) |        4:24:00 |      1007.940 USDT   (50.35%) | -6,421.68394 |
|        | 1318/2000 |      273 |    170    0  103 |        1.09% |      5939.632 USDT  (148.49%) |        5:19:00 |       967.150 USDT   (48.31%) | -5,939.63188 |
|        | 1319/2000 |      259 |    149    0  110 |        1.01% |      5251.412 USDT  (131.29%) |        4:04:00 |      1303.802 USDT   (65.12%) | -5,251.41207 |
|        | 1320/2000 |      182 |    117    0   65 |        1.58% |      5740.143 USDT  (143.50%) |        5:02:00 |       859.819 USDT   (42.95%) | -5,740.14317 |
|        | 1321/2000 |      259 |    149    0  110 |        1.04% |      5376.548 USDT  (134.41%) |        4:25:00 |      1653.583 USDT   (82.60%) | -5,376.54817 |
|        | 1322/2000 |      231 |    131    0  100 |        1.02% |      4735.580 USDT  (118.39%) |        4:34:00 |      1074.114 USDT   (53.65%) | -4,735.58045 |
|        | 1323/2000 |      165 |    104    0   61 |        1.50% |      4954.356 USDT  (123.86%) |        4:43:00 |       905.959 USDT   (45.25%) | -4,954.35638 |
|        | 1324/2000 |      345 |    194    0  151 |        0.60% |      4130.751 USDT  (103.27%) |        3:46:00 |       944.263 USDT   (47.17%) | -4,130.75085 |
|        | 1325/2000 |      485 |    250    0  235 |        0.37% |      3568.775 USDT   (89.22%) |        3:17:00 |       874.598 USDT   (43.69%) | -3,568.77520 |
|        | 1326/2000 |      230 |    136    0   94 |        1.31% |      6043.672 USDT  (151.09%) |        4:16:00 |      1007.940 USDT   (50.35%) | -6,043.67172 |
|        | 1327/2000 |      217 |    133    0   84 |        1.22% |      5299.669 USDT  (132.49%) |        4:04:00 |       855.466 USDT   (42.73%) | -5,299.66921 |
|        | 1328/2000 |      237 |    148    0   89 |        1.40% |      6648.542 USDT  (166.21%) |        4:14:00 |      1021.064 USDT   (51.00%) | -6,648.54236 |
|        | 1329/2000 |      210 |    125    0   85 |        1.13% |      4765.062 USDT  (119.13%) |        4:09:00 |       932.272 USDT   (46.57%) | -4,765.06226 |
|        | 1330/2000 |      184 |    115    0   69 |        1.66% |      6126.446 USDT  (153.16%) |        4:55:00 |       745.659 USDT   (37.25%) | -6,126.44628 |
|        | 1331/2000 |      388 |    217    0  171 |        0.65% |      5062.722 USDT  (126.57%) |        4:28:00 |       669.468 USDT   (33.44%) | -5,062.72245 |
|        | 1332/2000 |      164 |    103    0   61 |        1.64% |      5378.586 USDT  (134.46%) |        5:05:00 |       855.795 USDT   (42.75%) | -5,378.58637 |
|        | 1333/2000 |      194 |    126    0   68 |        1.21% |      4690.259 USDT  (117.26%) |        3:52:00 |       726.939 USDT   (36.31%) | -4,690.25948 |
|        | 1334/2000 |      192 |    121    0   71 |        1.23% |      4734.934 USDT  (118.37%) |        6:17:00 |       660.486 USDT   (32.99%) | -4,734.93448 |
|        | 1335/2000 |      359 |    198    0  161 |        0.56% |      4020.822 USDT  (100.52%) |        4:52:00 |       945.858 USDT   (47.25%) | -4,020.82183 |
|        | 1336/2000 |      143 |     94    0   49 |        1.85% |      5301.664 USDT  (132.54%) |        4:51:00 |       778.105 USDT   (38.87%) | -5,301.66412 |
|        | 1337/2000 |      273 |    157    0  116 |        0.86% |      4676.440 USDT  (116.91%) |        5:41:00 |       829.932 USDT   (41.46%) | -4,676.44033 |
|        | 1338/2000 |      234 |    137    0   97 |        1.11% |      5209.418 USDT  (130.24%) |        4:07:00 |       803.542 USDT   (40.14%) | -5,209.41751 |
|        | 1339/2000 |      166 |    107    0   59 |        1.28% |      4251.491 USDT  (106.29%) |        4:08:00 |      1055.209 USDT   (52.71%) | -4,251.49096 |
|        | 1340/2000 |      298 |    177    0  121 |        0.88% |      5271.058 USDT  (131.78%) |        5:46:00 |       950.617 USDT   (47.48%) | -5,271.05753 |
|        | 1341/2000 |      221 |    138    0   83 |        1.14% |      5051.831 USDT  (126.30%) |        5:40:00 |       708.605 USDT   (35.39%) | -5,051.83133 |
|        | 1342/2000 |      212 |    131    0   81 |        1.39% |      5918.842 USDT  (147.97%) |        4:25:00 |       895.342 USDT   (44.72%) | -5,918.84190 |
|        | 1343/2000 |      246 |    150    0   96 |        1.26% |      6189.446 USDT  (154.74%) |        4:13:00 |       709.658 USDT   (35.45%) | -6,189.44617 |
|        | 1344/2000 |      281 |    166    0  115 |        1.04% |      5878.676 USDT  (146.97%) |        4:17:00 |       869.893 USDT   (43.45%) | -5,878.67582 |
|        | 1345/2000 |      186 |    113    0   73 |        1.18% |      4380.027 USDT  (109.50%) |        4:22:00 |      1154.788 USDT   (57.68%) | -4,380.02669 |
|        | 1346/2000 |      183 |    113    0   70 |        1.40% |      5138.841 USDT  (128.47%) |        4:37:00 |      1042.050 USDT   (52.05%) | -5,138.84050 |
|        | 1347/2000 |      189 |    121    0   68 |        1.47% |      5575.551 USDT  (139.39%) |        4:34:00 |       831.476 USDT   (41.53%) | -5,575.55052 |
|        | 1348/2000 |      226 |    130    0   96 |        1.06% |      4781.268 USDT  (119.53%) |        4:28:00 |       761.720 USDT   (38.05%) | -4,781.26764 |
|        | 1349/2000 |      187 |    119    0   68 |        1.57% |      5874.310 USDT  (146.86%) |        4:38:00 |       830.159 USDT   (41.47%) | -5,874.31040 |
|        | 1350/2000 |      207 |    132    0   75 |        1.37% |      5665.311 USDT  (141.63%) |        4:05:00 |      1090.747 USDT   (54.48%) | -5,665.31116 |
|        | 1351/2000 |      141 |     48    0   93 |       -0.72% |     -2027.752 USDT  (-50.69%) |        8:36:00 |      2079.984 USDT  (103.90%) |  2,027.75176 |
|        | 1352/2000 |      257 |    144    0  113 |        1.00% |      5134.122 USDT  (128.35%) |        4:31:00 |      1203.989 USDT   (60.14%) | -5,134.12247 |
|        | 1353/2000 |      352 |    152    0  200 |       -0.12% |      -822.331 USDT  (-20.56%) |        7:17:00 |      1462.576 USDT   (73.06%) |    822.33110 |
|        | 1354/2000 |      226 |    137    0   89 |        1.33% |      6025.009 USDT  (150.63%) |        4:25:00 |      1021.064 USDT   (51.00%) | -6,025.00944 |
|        | 1355/2000 |      312 |    178    0  134 |        0.79% |      4959.797 USDT  (123.99%) |        5:23:00 |       829.932 USDT   (41.46%) | -4,959.79699 |
|        | 1356/2000 |      255 |    154    0  101 |        0.98% |      5026.039 USDT  (125.65%) |        5:02:00 |       815.856 USDT   (40.75%) | -5,026.03932 |
|        | 1357/2000 |      243 |    147    0   96 |        1.09% |      5305.261 USDT  (132.63%) |        3:33:00 |       478.668 USDT   (23.91%) | -5,305.26143 |
|        | 1358/2000 |      412 |    184    0  228 |       -0.09% |      -772.555 USDT  (-19.31%) |        8:22:00 |      1960.178 USDT   (97.91%) |    772.55483 |
|        | 1359/2000 |      688 |    437    0  251 |       -0.15% |     -2098.745 USDT  (-52.47%) |        4:50:00 |      3489.554 USDT  (174.30%) |  2,098.74546 |
|        | 1360/2000 |      194 |    113    0   81 |        1.19% |      4616.618 USDT  (115.42%) |        4:19:00 |      1303.410 USDT   (65.11%) | -4,616.61816 |
|        | 1361/2000 |      205 |    120    0   85 |        1.07% |      4372.675 USDT  (109.32%) |        3:45:00 |       932.651 USDT   (46.59%) | -4,372.67533 |
|        | 1362/2000 |      354 |    194    0  160 |        0.58% |      4107.250 USDT  (102.68%) |        3:14:00 |       933.385 USDT   (46.62%) | -4,107.25001 |
|        | 1363/2000 |      304 |    182    0  122 |        0.98% |      5944.274 USDT  (148.61%) |        3:37:00 |       865.927 USDT   (43.25%) | -5,944.27400 |
|        | 1364/2000 |      153 |     97    0   56 |        1.71% |      5241.680 USDT  (131.04%) |        5:03:00 |       735.976 USDT   (36.76%) | -5,241.68010 |
|        | 1365/2000 |      183 |    116    0   67 |        1.75% |      6414.799 USDT  (160.37%) |        5:08:00 |       785.156 USDT   (39.22%) | -6,414.79884 |
|        | 1366/2000 |      274 |    169    0  105 |        1.10% |      6052.425 USDT  (151.31%) |        5:20:00 |       967.150 USDT   (48.31%) | -6,052.42540 |
|        | 1367/2000 |      381 |    201    0  180 |        0.52% |      3931.720 USDT   (98.29%) |        3:24:00 |      1308.864 USDT   (65.38%) | -3,931.71951 |
|        | 1368/2000 |      238 |    148    0   90 |        1.37% |      6531.215 USDT  (163.28%) |        4:15:00 |       886.402 USDT   (44.28%) | -6,531.21541 |
|        | 1369/2000 |      266 |    158    0  108 |        1.22% |      6483.493 USDT  (162.09%) |        4:14:00 |       920.933 USDT   (46.00%) | -6,483.49316 |
|        | 1370/2000 |      185 |    111    0   74 |        1.06% |      3924.552 USDT   (98.11%) |        3:57:00 |      1224.956 USDT   (61.19%) | -3,924.55155 |
|        | 1371/2000 |      230 |    134    0   96 |        1.10% |      5064.471 USDT  (126.61%) |        3:45:00 |       811.965 USDT   (40.56%) | -5,064.47101 |
|        | 1372/2000 |      401 |    257    0  144 |        0.10% |       818.129 USDT   (20.45%) |        4:32:00 |      1910.351 USDT   (95.42%) |   -818.12856 |
|        | 1373/2000 |      375 |    242    0  133 |        0.10% |       729.209 USDT   (18.23%) |        4:00:00 |      2404.758 USDT  (120.12%) |   -729.20942 |
|        | 1374/2000 |      274 |    156    0  118 |        0.75% |      4108.700 USDT  (102.72%) |        5:16:00 |       804.318 USDT   (40.18%) | -4,108.70020 |
|        | 1375/2000 |      174 |    108    0   66 |        1.45% |      5062.353 USDT  (126.56%) |        5:11:00 |       896.827 USDT   (44.80%) | -5,062.35312 |
|        | 1376/2000 |      154 |    101    0   53 |        1.71% |      5273.347 USDT  (131.83%) |        4:48:00 |       787.156 USDT   (39.32%) | -5,273.34719 |
|        | 1377/2000 |      332 |    185    0  147 |        0.65% |      4345.418 USDT  (108.64%) |        3:25:00 |      1122.945 USDT   (56.09%) | -4,345.41809 |
|        | 1378/2000 |      183 |    117    0   66 |        1.23% |      4515.686 USDT  (112.89%) |        4:25:00 |      1053.335 USDT   (52.61%) | -4,515.68646 |
|        | 1379/2000 |      211 |    131    0   80 |        1.09% |      4616.042 USDT  (115.40%) |        5:45:00 |       885.523 USDT   (44.23%) | -4,616.04161 |
|        | 1380/2000 |      254 |    147    0  107 |        0.97% |      4942.659 USDT  (123.57%) |        3:48:00 |      1136.649 USDT   (56.78%) | -4,942.65858 |
|        | 1381/2000 |      372 |    216    0  156 |        0.70% |      5190.036 USDT  (129.75%) |        4:33:00 |       857.123 USDT   (42.81%) | -5,190.03626 |
|        | 1382/2000 |      314 |    138    0  176 |       -0.10% |      -649.379 USDT  (-16.23%) |        7:39:00 |      1590.215 USDT   (79.43%) |    649.37945 |
|        | 1383/2000 |      235 |    137    0   98 |        1.20% |      5630.382 USDT  (140.76%) |        5:01:00 |       988.115 USDT   (49.36%) | -5,630.38228 |
|        | 1384/2000 |      262 |    157    0  105 |        1.01% |      5281.480 USDT  (132.04%) |        4:01:00 |       949.908 USDT   (47.45%) | -5,281.47979 |
|        | 1385/2000 |      270 |    163    0  107 |        1.19% |      6422.503 USDT  (160.56%) |        4:14:00 |      1051.506 USDT   (52.52%) | -6,422.50344 |
|        | 1386/2000 |      271 |    159    0  112 |        1.13% |      6131.715 USDT  (153.29%) |        4:12:00 |       895.112 USDT   (44.71%) | -6,131.71477 |
|        | 1387/2000 |      285 |    169    0  116 |        0.87% |      4940.139 USDT  (123.50%) |        6:00:00 |       920.933 USDT   (46.00%) | -4,940.13883 |
|        | 1388/2000 |      337 |    216    0  121 |       -0.31% |     -2109.601 USDT  (-52.74%) |        5:36:00 |      2524.450 USDT  (126.10%) |  2,109.60081 |
|        | 1389/2000 |      177 |    100    0   77 |       -0.58% |     -2061.808 USDT  (-51.55%) |        6:15:00 |      2201.891 USDT  (109.98%) |  2,061.80839 |
|        | 1390/2000 |      304 |    195    0  109 |        0.52% |      3165.126 USDT   (79.13%) |        5:14:00 |      1267.350 USDT   (63.30%) | -3,165.12609 |
|        | 1391/2000 |      153 |     95    0   58 |        1.46% |      4467.148 USDT  (111.68%) |        4:55:00 |       699.352 USDT   (34.93%) | -4,467.14803 |
|        | 1392/2000 |      244 |    145    0   99 |        0.97% |      4758.828 USDT  (118.97%) |        4:01:00 |       968.765 USDT   (48.39%) | -4,758.82848 |
|        | 1393/2000 |      163 |    105    0   58 |        1.81% |      5922.527 USDT  (148.06%) |        5:06:00 |       849.854 USDT   (42.45%) | -5,922.52699 |
|        | 1394/2000 |      334 |    196    0  138 |        0.86% |      5753.907 USDT  (143.85%) |        5:09:00 |       886.575 USDT   (44.28%) | -5,753.90694 |
|        | 1395/2000 |      323 |    188    0  135 |        0.91% |      5892.135 USDT  (147.30%) |        3:30:00 |       478.668 USDT   (23.91%) | -5,892.13467 |
|        | 1396/2000 |      291 |    130    0  161 |       -0.22% |     -1301.851 USDT  (-32.55%) |        8:10:00 |      1760.489 USDT   (87.94%) |  1,301.85059 |
|        | 1397/2000 |      141 |     52    0   89 |       -0.73% |     -2047.095 USDT  (-51.18%) |        8:32:00 |      2629.699 USDT  (131.35%) |  2,047.09469 |
|        | 1398/2000 |      164 |     66    0   98 |       -0.61% |     -1992.580 USDT  (-49.81%) |        8:00:00 |      2458.256 USDT  (122.79%) |  1,992.57989 |
|        | 1399/2000 |      173 |    111    0   62 |        1.77% |      6134.161 USDT  (153.35%) |        5:04:00 |       821.920 USDT   (41.05%) | -6,134.16104 |
|        | 1400/2000 |      296 |    167    0  129 |        0.94% |      5596.894 USDT  (139.92%) |        4:02:00 |       918.152 USDT   (45.86%) | -5,596.89376 |
